Bal_Test_M,Bal_Test_Inn,Bal_Test_B,Bal_Test_Runs,Bal_Test_Wkts,Bal_Test_BBI,Bal_Test_BBM,Bal_Test_Econ,Bal_Test_Avg,Bal_Test_SR,Bal_Test_5W,Bal_Test_10W,Bal_ODI_M,Bal_ODI_Inn,Bal_ODI_B,Bal_ODI_Runs,Bal_ODI_Wkts,Bal_ODI_BBI,Bal_ODI_BBM,Bal_ODI_Econ,Bal_ODI_Avg,Bal_ODI_SR,Bal_ODI_5W,Bal_ODI_10W,Bal_T20I_M,Bal_T20I_Inn,Bal_T20I_B,Bal_T20I_Runs,Bal_T20I_Wkts,Bal_T20I_BBI,Bal_T20I_BBM,Bal_T20I_Econ,Bal_T20I_Avg,Bal_T20I_SR,Bal_T20I_5W,Bal_T20I_10W,Bal_IPL_M,Bal_IPL_Inn,Bal_IPL_B,Bal_IPL_Runs,Bal_IPL_Wkts,Bal_IPL_BBI,Bal_IPL_BBM,Bal_IPL_Econ,Bal_IPL_Avg,Bal_IPL_SR,Bal_IPL_5W,Bal_IPL_10W
-,-,-,-,-,-,-,-,-,-,-,-,20,3,43,39,0,0/8,0/8,5.44,0.0,0.0,0,0,58,9,76,119,3,1/7,1/7,9.39,39.67,25.33,0,0,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,37,13,331,329,11,3/16,3/16,5.96,29.91,30.09,0,0,14,2,14,15,1,1/14,1/14,6.43,15.0,14.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-,-,57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,5,3,102,86,5,3/29,3/29,5.06,17.2,20.4,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,9,9,402,299,13,4/37,4/37,4.46,23.0,30.92,0,0,19,18,328,347,17,3/8,3/8,6.35,20.41,19.29,0,0,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,57,57,2609,2035,57,4/15,4/15,4.68,35.7,45.77,0,0,75,63,1108,1269,58,4/19,4/19,6.87,21.88,19.1,0,0,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,8,8,324,194,12,5/24,5/24,3.59,16.17,27.0,1,0,40,40,755,918,42,3/9,3/9,7.3,21.86,17.98,0,0,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,16,16,825,685,19,3/27,3/27,4.98,36.05,43.42,0,0,51,50,997,1070,56,4/35,4/35,6.44,19.11,17.8,0,0,21,21,443,498,21,3/20,3/20,6.74,23.71,21.1,0,0
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,34,3,30,37,0,0/4,0/4,7.4,0.0,0.0,0,0,40,3,34,49,2,1/3,1/3,8.65,24.5,17.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,12,11,471,409,12,3/38,3/38,5.21,34.08,39.25,0,0,29,28,553,698,42,5/19,5/19,7.57,16.62,13.17,1,0,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,46,46,2036,1601,57,3/17,3/17,4.72,28.09,35.72,0,0,36,34,692,769,41,4/7,4/7,6.67,18.76,16.88,0,0,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,16,16,704,595,18,3/21,3/21,5.07,33.06,39.11,0,0,9,9,184,302,8,2/44,2/44,9.85,37.75,23.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,17,17,854,774,22,4/56,4/56,5.44,35.18,38.82,0,0,22,21,376,492,21,4/27,4/27,7.85,23.43,17.9,0,0,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,8,8,336,276,9,2/28,2/28,4.93,30.67,37.33,0,0,56,56,1165,1358,64,4/11,4/11,6.99,21.22,18.2,0,0,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,42,30,3,2/22,2/22,4.29,10.0,14.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,30,30,1294,1009,33,4/23,4/23,4.68,30.58,39.21,0,0,7,6,138,146,6,3/23,3/23,6.35,24.33,23.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,3,2,22,51,1,1/32,1/32,13.91,51.0,22.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,2,18,17,0,0/1,0/1,5.67,0.0,0.0,0,0,114,7,139,91,3,1/1,1/1,3.93,30.33,46.33,0,0,75,1,4,4,1,1/4,1/4,0.0,4.0,4.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
5,-,-,-,-,-,-,-,-,-,-,-,53,2,18,25,0,0/8,0/8,8.33,0.0,0.0,0,0,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,16,-,-,-,-,-,-,-,-,-,-,-,34,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,82,2,30,30,0,0/9,0/9,6.0,0.0,0.0,0,0,86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,51,-,-,-,-,-,-,-,-,-,-,-,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,1,18,9,0,0/9,0/9,3.0,0.0,0.0,0,0,88,27,530,514,14,5/32,5/32,5.82,36.71,37.86,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,84,65,2111,1729,45,4/31,4/31,4.91,38.42,46.91,0,0,64,37,610,663,27,5/13,5/13,6.52,24.56,22.59,1,0,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,75,69,2523,2278,64,6/43,6/43,5.42,35.59,39.42,1,0,54,36,529,731,20,2/19,2/19,8.29,36.55,26.45,0,0,-,-,-,-,-,-,-,-,-,-,-,-
3,5,546,254,8,3/36,4/95,2.79,31.75,68.25,0,0,136,131,6477,4628,144,4/30,4/30,4.29,32.14,44.98,0,0,103,99,1936,2360,84,4/10,4/10,7.31,28.1,23.05,0,0,17,17,343,408,13,4/11,4/11,7.14,31.38,26.38,0,0
5,9,1534,760,34,7/137,11/104,2.97,22.35,45.12,4,2,86,81,4349,3024,163,7/18,7/18,4.17,18.55,26.68,4,0,74,74,1682,1754,122,5/3,5/3,6.26,14.38,13.79,2,0,92,92,2195,2333,112,4/24,4/24,6.38,20.83,19.6,0,0
2,-,-,-,-,-,-,-,-,-,-,-,84,-,-,-,-,-,-,-,-,-,-,-,69,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,27,27,1257,1033,41,4/25,4/25,4.93,25.2,30.66,0,0,12,12,245,324,11,2/23,2/23,7.93,29.45,22.27,0,0,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,82,80,3769,3423,115,4/22,4/22,5.45,29.77,32.77,0,0,33,33,717,945,40,4/44,4/44,7.91,23.62,17.93,0,0,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,38,37,1734,1331,59,5/45,5/45,4.61,22.56,29.39,1,0,25,25,544,580,35,4/22,4/22,6.4,16.57,15.54,0,0,-,-,-,-,-,-,-,-,-,-,-,-
1,1,90,75,1,1/75,1/75,5.0,75.0,90.0,0,0,55,54,2889,1956,79,5/50,5/50,4.06,24.76,36.57,1,0,36,36,804,834,49,5/20,5/20,6.22,17.02,16.41,1,0,19,19,434,592,19,3/27,3/27,8.18,31.16,22.84,0,0
3,-,-,-,-,-,-,-,-,-,-,-,62,7,135,111,1,1/19,1/19,4.93,111.0,135.0,0,0,72,1,6,12,0,0/12,0/12,12.0,0.0,0.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
18,1,12,9,0,0/0,0/0,4.50,,,0,0,54,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
44,7,66,31,2,1/1,1/2,2.82,15.50,33.00,0,0,92,-,-,-,-,-,-,-,-,-,-,-,99,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,21,1,5,9,0,0/9,0/9,0.0,0.0,0.0,0,0,55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
16,17,630,294,13,3/1,3/35,2.8,22.62,48.46,0,0,42,21,642,613,11,3/45,3/45,5.73,55.73,58.36,0,0,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
55,77,4067,1808,53,4/16,4/48,2.67,34.11,76.74,0,0,218,177,7733,5401,139,4/41,4/41,4.19,38.86,55.63,0,0,119,79,1261,1388,61,4/10,4/10,6.6,22.75,20.67,0,0,8,4,60,68,2,1/8,1/8,6.8,34.0,30.0,0,0
35,43,2712,1519,32,4/33,7/59,3.36,47.47,84.75,0,0,287,217,7958,6192,158,4/19,4/19,4.67,39.19,50.37,0,0,124,50,570,675,28,2/7,2/7,7.11,24.11,20.36,0,0,7,5,51,85,2,1/6,1/6,10.0,42.5,25.5,0,0
6,11,954,513,14,3/31,4/80,3.23,36.64,68.14,0,0,53,51,2610,2215,70,4/28,4/28,5.09,31.64,37.29,0,0,84,80,1795,2105,98,4/8,4/8,7.04,21.48,18.32,0,0,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,55,53,2403,1957,44,5/14,5/14,4.89,44.48,54.61,1,0,58,57,1224,1292,55,5/14,5/14,6.33,23.49,22.25,1,0,-,-,-,-,-,-,-,-,-,-,-,-
49,-,-,-,-,-,-,-,-,-,-,-,117,1,12,15,0,0/15,0/15,7.5,0.0,0.0,0,0,61,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
27,49,5018,2864,83,5/63,7/134,3.42,34.51,60.46,2,0,91,90,4327,4117,120,5/46,5/46,5.71,34.31,36.06,1,0,36,35,710,971,34,3/18,3/18,8.21,28.56,20.88,0,0,-,-,-,-,-,-,-,-,-,-,-,-
25,42,4858,2462,99,6/51,10/94,3.04,24.87,49.07,4,1,32,31,1611,1480,62,6/35,6/35,5.51,23.87,25.98,2,0,47,47,1035,1298,58,4/22,4/22,7.52,22.38,17.84,0,0,-,-,-,-,-,-,-,-,-,-,-,-
21,40,3696,1892,77,5/27,10/114,3.07,24.57,48.0,6,1,60,58,2882,2763,91,5/34,5/34,5.75,30.36,31.67,4,0,50,49,1015,1414,60,4/18,4/18,8.36,23.57,16.92,0,0,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,8,8,426,455,12,5/26,5/26,6.41,37.92,35.5,1,0,27,26,606,853,25,3/37,3/37,8.45,34.12,24.24,0,0,-,-,-,-,-,-,-,-,-,-,-,-
36,67,7619,3627,119,6/44,7/64,2.86,30.48,64.03,4,0,61,60,3013,2400,81,5/30,5/30,4.78,29.63,37.2,1,0,50,50,1079,1263,59,4/13,4/13,7.02,21.41,18.29,0,0,-,-,-,-,-,-,-,-,-,-,-,-
44,5,84,51,0,0/5,0/5,3.64,0.0,0.0,0,0,127,4,104,94,3,2/36,2/36,5.42,31.33,34.67,0,0,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
82,14,308,199,2,1/12,1/12,3.88,99.5,154.0,0,0,34,2,16,18,0,0/7,0/7,6.75,0.0,0.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,26,-,-,-,-,-,-,-,-,-,-,-,32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
100,83,3930,1766,33,4/44,4/60,2.7,53.52,119.09,0,0,218,158,5191,4003,120,6/20,6/20,4.63,33.36,43.26,1,0,78,61,1029,1200,38,3/16,3/16,7.0,31.58,27.08,0,0,49,44,791,1079,27,4/19,4/19,8.18,39.96,29.3,0,0
45,67,3171,1770,33,3/25,5/51,3.35,53.64,96.09,0,0,63,53,1622,1369,35,3/32,3/32,5.06,39.11,46.34,0,0,33,20,247,276,12,2/22,2/22,6.7,23.0,20.58,0,0,-,-,-,-,-,-,-,-,-,-,-,-
5,9,413,257,11,3/25,5/51,3.73,23.36,37.55,0,0,27,21,601,547,9,2/27,2/27,5.46,60.78,66.78,0,0,22,13,138,206,8,2/17,2/17,8.96,25.75,17.25,0,0,-,-,-,-,-,-,-,-,-,-,-,-
6,8,954,653,11,4/63,4/151,4.11,59.36,86.73,0,0,166,157,5900,5740,175,6/44,6/44,5.84,32.8,33.71,4,0,84,67,1102,1717,51,3/24,3/24,9.35,33.67,21.61,0,0,37,36,698,1016,31,3/20,3/20,8.73,32.77,22.52,0,0
-,-,-,-,-,-,-,-,-,-,-,-,21,21,909,950,18,3/82,3/82,6.27,52.78,50.5,0,0,35,32,631,915,27,3/11,3/11,8.7,33.89,23.37,0,0,10,10,174,282,8,2/41,2/41,9.72,35.25,21.75,0,0
-,-,-,-,-,-,-,-,-,-,-,-,58,49,1404,1204,28,3/15,3/15,5.15,43.0,50.14,0,0,22,14,210,249,12,3/24,3/24,7.11,20.75,17.5,0,0,3,2,30,36,1,1/16,1/16,7.2,36.0,30.0,0,0
22,-,-,-,-,-,-,-,-,-,-,-,107,-,-,-,-,-,-,-,-,-,-,-,60,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-
54,9,132,118,1,1/10,1/18,5.36,118.0,132.0,0,0,90,2,20,28,0,0/13,0/13,8.4,0.0,0.0,0,0,49,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
70,122,12437,6229,171,5/47,7/80,3.01,36.43,72.73,4,0,86,84,3881,3534,109,4/13,4/13,5.46,32.42,35.61,0,0,11,11,208,330,8,2/26,2/26,9.52,41.25,26.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
30,59,5209,3349,101,5/50,9/210,3.86,33.16,51.57,3,0,226,220,10936,9759,338,6/38,6/38,5.35,28.87,32.36,8,0,84,83,1799,2225,107,5/6,5/6,7.42,20.79,16.81,2,0,122,122,2827,3365,170,5/13,5/13,7.14,19.79,16.63,1,0
1,1,60,68,2,2/68,2/68,6.8,34.0,30.0,0,0,19,18,816,743,25,4/10,4/10,5.46,29.72,32.64,0,0,14,14,296,395,7,2/26,2/26,8.01,56.43,42.29,0,0,-,-,-,-,-,-,-,-,-,-,-,-
28,53,5077,3003,70,6/132,7/180,3.55,42.9,72.53,1,0,49,47,2345,2339,63,4/31,4/31,5.98,37.13,37.22,0,0,16,16,278,436,15,4/25,4/25,9.41,29.07,18.53,0,0,-,-,-,-,-,-,-,-,-,-,-,-
16,-,-,-,-,-,-,-,-,-,-,-,248,-,-,-,-,-,-,-,-,-,-,-,115,-,-,-,-,-,-,-,-,-,-,-,83,-,-,-,-,-,-,-,-,-,-,-
126,121,4166,2249,47,5/8,5/33,3.24,47.85,88.64,1,0,158,69,1553,1494,26,3/52,3/52,5.77,57.46,59.73,0,0,32,9,84,139,6,2/9,2/9,9.93,23.17,14.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
5,-,-,-,-,-,-,-,-,-,-,-,110,-,-,-,-,-,-,-,-,-,-,-,64,-,-,-,-,-,-,-,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-,-
1,-,-,-,-,-,-,-,-,-,-,-,12,7,150,145,6,2/30,2/30,5.8,24.17,25.0,0,0,29,20,300,405,15,3/17,3/17,8.1,27.0,20.0,0,0,23,13,144,215,6,3/27,3/27,8.96,35.83,24.0,0,0
22,8,222,131,2,2/33,2/33,3.54,65.5,111.0,0,0,12,2,15,17,1,1/5,1/5,6.8,17.0,15.0,0,0,55,1,12,27,1,1/27,1/27,13.5,27.0,12.0,0,0,1,-,-,-,-,-,-,-,-,-,-,-
64,112,11854,7149,195,6/53,10/112,3.62,36.66,60.79,5,1,123,113,5370,4718,95,4/46,4/46,5.27,49.66,56.53,0,0,71,55,775,1081,40,3/24,3/24,8.37,27.02,19.38,0,0,44,37,554,627,24,3/7,3/7,6.79,26.12,23.08,0,0
88,139,11195,6156,193,6/22,8/161,3.3,31.9,58.01,4,0,105,88,3110,3137,74,5/61,5/61,6.05,42.39,42.03,1,0,43,36,612,856,26,3/26,3/26,8.39,32.92,23.54,0,0,43,37,683,974,28,3/15,3/15,8.56,34.79,24.39,0,0
45,85,7889,3996,130,6/17,11/102,3.04,30.74,60.68,4,1,108,104,5136,4671,157,6/45,6/45,5.46,29.75,32.71,3,0,26,26,519,680,27,3/4,3/4,7.86,25.19,19.22,0,0,21,21,440,658,30,3/6,3/6,8.97,21.93,14.67,0,0
2,3,396,200,2,1/65,1/82,3.03,100.0,198.0,0,0,28,28,1308,1290,34,5/35,5/35,5.92,37.94,38.47,1,0,30,29,588,907,29,4/36,4/36,9.26,31.28,20.28,0,0,13,13,238,430,13,3/29,3/29,10.84,33.08,18.31,0,0
-,-,-,-,-,-,-,-,-,-,-,-,3,3,114,97,4,3/44,3/44,5.11,24.25,28.5,0,0,9,5,78,117,2,1/10,1/10,9.0,58.5,39.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
24,42,3091,1669,47,4/58,5/92,3.24,35.51,65.77,0,0,18,18,724,721,16,5/48,5/48,5.98,45.06,45.25,1,0,35,35,694,892,41,5/10,5/10,7.71,21.76,16.93,1,0,32,31,648,995,32,4/11,4/11,9.21,31.09,20.25,0,0
89,-,-,-,-,-,-,-,-,-,-,-,95,-,-,-,-,-,-,-,-,-,-,-,66,-,-,-,-,-,-,-,-,-,-,-,39,-,-,-,-,-,-,-,-,-,-,-
57,-,-,-,-,-,-,-,-,-,-,-,159,-,-,-,-,-,-,-,-,-,-,-,103,-,-,-,-,-,-,-,-,-,-,-,82,-,-,-,-,-,-,-,-,-,-,-
3,-,-,-,-,-,-,-,-,-,-,-,28,-,-,-,-,-,-,-,-,-,-,-,37,-,-,-,-,-,-,-,-,-,-,-,30,-,-,-,-,-,-,-,-,-,-,-
19,34,3816,2390,60,5/49,7/178,3.76,39.83,63.6,2,0,119,113,5939,5586,169,5/27,5/27,5.64,33.05,35.14,2,0,92,88,1922,2378,93,4/2,4/2,7.42,25.57,20.67,0,0,1,1,18,35,0,0/35,0/35,11.67,0.0,0.0,0,0
27,48,4734,2617,82,6/37,9/100,3.32,31.91,57.73,3,0,57,56,2903,2643,69,4/33,4/33,5.46,38.3,42.07,0,0,27,26,585,813,44,3/9,3/9,8.34,18.48,13.3,0,0,1,1,24,49,0,0/49,0/49,12.25,0.0,0.0,0,0
13,24,2609,1304,42,6/45,8/85,3.0,31.05,62.12,3,0,17,17,911,720,30,3/27,3/27,4.74,24.0,30.37,0,0,12,12,282,371,14,4/33,4/33,7.89,26.5,20.14,0,0,35,35,825,981,46,3/15,3/15,7.13,21.33,17.93,0,0
3,5,358,194,10,3/29,4/68,3.25,19.4,35.8,0,0,6,5,216,232,5,4/85,4/85,6.44,46.4,43.2,0,0,1,1,24,36,0,0/36,0/36,9.0,0.0,0.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,20,20,914,770,33,6/24,6/24,5.05,23.33,27.7,1,0,22,22,469,649,22,3/22,3/22,8.3,29.5,21.32,0,0,-,-,-,-,-,-,-,-,-,-,-,-
8,16,1530,752,21,4/18,7/50,2.95,35.81,72.86,0,0,35,35,1660,1660,46,5/29,5/29,6.0,36.09,36.09,1,0,84,83,1769,2570,95,4/6,4/6,8.72,27.05,18.62,0,0,28,28,536,833,27,4/11,4/11,9.32,30.85,19.85,0,0
69,5,78,69,0,0/1,0/1,5.31,0.0,0.0,0,0,143,11,192,189,2,1/8,1/8,5.91,94.5,96.0,0,0,50,2,8,3,0,0/0,0/0,2.25,0.0,0.0,0,0,116,1,6,16,0,0/16,0/16,16.0,0.0,0.0,0,0
-,-,-,-,-,-,-,-,-,-,-,-,149,-,-,-,-,-,-,-,-,-,-,-,111,-,-,-,-,-,-,-,-,-,-,-,105,-,-,-,-,-,-,-,-,-,-,-
33,12,248,130,2,2/27,2/27,3.15,65.0,124.0,0,0,44,15,444,402,11,2/18,2/18,5.43,36.55,40.36,0,0,31,12,138,169,7,3/21,3/21,7.35,24.14,19.71,0,0,20,6,60,87,1,1/8,1/8,8.7,87.0,60.0,0,0
17,-,-,-,-,-,-,-,-,-,-,-,38,1,6,3,1,1/3,1/3,3.0,3.0,6.0,0,0,41,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-
46,57,2703,1601,42,4/47,4/51,3.55,38.12,64.36,0,0,199,135,3513,3143,69,4/16,4/16,5.37,45.55,50.91,0,0,81,41,463,599,21,3/18,3/18,7.76,28.52,22.05,0,0,83,49,678,834,23,4/17,4/17,7.38,36.26,29.48,0,0
4,8,250,147,11,3/13,5/25,3.53,13.36,22.73,0,0,74,69,2869,2743,87,4/22,4/22,5.74,31.53,32.98,0,0,38,35,670,971,45,4/24,4/24,8.7,21.58,14.89,0,0,-,-,-,-,-,-,-,-,-,-,-,-
3,6,480,252,7,2/26,3/82,3.15,36.0,68.57,0,0,27,26,1144,947,35,4/36,4/36,4.97,27.06,32.69,0,0,30,27,504,696,35,5/17,5/17,8.29,19.89,14.4,1,0,6,6,126,210,6,2/30,2/30,10.0,35.0,21.0,0,0
4,8,623,459,12,3/38,5/45,4.42,38.25,51.92,0,0,42,40,1894,1756,48,4/31,4/31,5.56,36.58,39.46,0,0,23,23,498,697,34,4/27,4/27,8.4,20.5,14.65,0,0,81,81,1720,2295,95,4/23,4/23,8.01,24.16,18.11,0,0
54,-,-,-,-,-,-,-,-,-,-,-,135,-,-,-,-,-,-,-,-,-,-,-,77,-,-,-,-,-,-,-,-,-,-,-,92,-,-,-,-,-,-,-,-,-,-,-
20,37,3925,2294,57,5/32,8/130,3.51,40.25,68.86,2,0,107,104,5541,4297,173,7/45,7/45,4.65,24.84,32.03,3,0,38,38,845,948,63,5/23,5/23,6.73,15.05,13.41,2,0,59,59,1316,1703,82,4/12,4/12,7.76,20.77,16.05,0,0
55,100,10352,5772,257,7/112,13/144,3.35,22.46,40.28,12,4,87,85,4471,3750,135,6/16,6/16,5.03,27.78,33.12,2,0,54,54,1159,1644,56,3/20,3/20,8.51,29.36,20.7,0,0,63,63,1428,1966,99,4/21,4/21,8.26,19.86,14.42,0,0
15,28,2128,1059,49,6/39,8/102,2.99,21.61,43.43,3,0,40,39,1872,1755,66,6/58,6/58,5.62,26.59,28.36,1,0,36,36,714,1062,58,5/39,5/39,8.92,18.31,12.31,1,0,14,14,324,448,25,4/10,4/10,8.3,17.92,12.96,0,0
2,4,483,278,6,3/91,4/128,3.45,46.33,80.5,0,0,39,36,1909,1719,50,5/49,5/49,5.4,34.38,38.18,1,0,59,59,1288,1533,73,5/24,5/24,7.14,21.0,17.64,1,0,5,5,120,181,3,1/21,1/21,9.05,60.33,40.0,0,0
1,2,231,175,6,5/64,6/175,4.55,29.17,38.5,1,0,8,6,276,249,5,3/59,3/59,5.41,49.8,55.2,0,0,19,19,409,627,25,4/14,4/14,9.2,25.08,16.36,0,0,7,7,150,235,9,3/36,3/36,9.4,26.11,16.67,0,0
47,18,428,298,8,3/11,3/11,4.18,37.25,53.5,0,0,198,12,109,98,4,2/6,2/6,5.39,24.5,27.25,0,0,122,1,6,11,0,0/11,0/11,11.0,0.0,0.0,0,0,13,-,-,-,-,-,-,-,-,-,-,-
112,8,99,48,3,2/4,2/4,2.91,16.0,33.0,0,0,236,6,42,35,0,0/0,0/0,5.0,0.0,0.0,0,0,102,-,-,-,-,-,-,-,-,-,-,-,55,2,12,24,0,0/11,0/11,12.0,0.0,0.0,0,0
